_excel_row_number,id,code,name_vi,name_en,category,chapter,is_active,display_order,created_at
106,e49ef2f9-b88c-46ad-b19a-db7b5d31b114,E083559,"Đái tháo đường do tình trạng tiềm ẩn với bệnh võng mạc đái tháo đường tăng sinh ổn định, mắt không xác định","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye",E08,E,t,0,2026-03-24 09:08:36.52701+00
107,bd292139-1e73-4c21-937e-6921928b8584,E083591,"Đái tháo đường do tình trạng tiềm ẩn với bệnh võng mạc đái tháo đường tăng sinh không có phù hoàng điểm, mắt phải","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye",E08,E,t,0,2026-03-24 09:08:36.52701+00
108,3e93f303-50a8-4f15-8588-266b85e9bd8a,E083592,"Đái tháo đường do tình trạng tiềm ẩn với bệnh võng mạc đái tháo đường tăng sinh không có phù hoàng điểm, mắt trái","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye",E08,E,t,0,2026-03-24 09:08:36.52701+00
109,a5e72e28-aba6-4e8c-ad09-adec0a825b8f,E083593,"Đái tháo đường do tình trạng tiềm ẩn với bệnh võng mạc đái tháo đường tăng sinh không có phù hoàng điểm, hai mắt","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral",E08,E,t,0,2026-03-24 09:08:36.52701+00
110,65983bcf-ce97-4554-bb36-f8d6d8f347d5,E083599,"Đái tháo đường do tình trạng tiềm ẩn với bệnh võng mạc đái tháo đường tăng sinh không có phù hoàng điểm, mắt không xác định","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye",E08,E,t,0,2026-03-24 09:08:36.52701+00
111,d9295c58-5f9e-4716-a18a-2855789e7f28,E0836,Đái tháo đường do tình trạng tiềm ẩn với đục thủy tinh thể do đái tháo đường,Diabetes mellitus due to underlying condition with diabetic cataract,E08,E,t,0,2026-03-24 09:08:36.52701+00
112,c79c959f-0b92-4f5e-8cdc-927bbfd0e0aa,E0837X1,"Đái tháo đường do tình trạng tiềm ẩn với phù hoàng điểm do đái tháo đường, đã khỏi sau điều trị, mắt phải","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye",E08,E,t,0,2026-03-24 09:08:36.52701+00
113,56f9f9a5-6435-4c5b-a781-b0a4c8b4ad4f,E0837X2,"Đái tháo đường do tình trạng tiềm ẩn với phù hoàng điểm do đái tháo đường, đã khỏi sau điều trị, mắt trái","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye",E08,E,t,0,2026-03-24 09:08:36.52701+00
114,afd8456a-4dec-4bce-b7b6-aa68492aed42,E0837X3,"Đái tháo đường do tình trạng tiềm ẩn với phù hoàng điểm do đái tháo đường, đã khỏi sau điều trị, hai mắt","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral",E08,E,t,0,2026-03-24 09:08:36.52701+00
115,dd0e7a68-9a8f-41f0-80da-6db6ff189384,E0837X9,"Đái tháo đường do tình trạng tiềm ẩn với phù hoàng điểm do đái tháo đường, đã khỏi sau điều trị, mắt không xác định","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye",E08,E,t,0,2026-03-24 09:08:36.52701+00
116,74374590-ad6b-440a-9db9-23ccd7643d22,E0839,Đái tháo đường do tình trạng tiềm ẩn với biến chứng mắt khác do đái tháo đường,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication,E08,E,t,0,2026-03-24 09:08:36.52701+00
117,1d63900a-d093-420e-bcd4-ec9bec21314a,E0840,"Đái tháo đường do tình trạng tiềm ẩn với bệnh thần kinh do đái tháo đường, không đặc hiệu","Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",E08,E,t,0,2026-03-24 09:08:36.52701+00
118,4c0a7e0f-5ff9-4fa9-ab7e-62ff4604ec02,E0841,Đái tháo đường do tình trạng tiềm ẩn với bệnh thần kinh đơn độc do đái tháo đường,Diabetes mellitus due to underlying condition with diabetic mononeuropathy,E08,E,t,0,2026-03-24 09:08:36.52701+00
119,0b3b2504-42ed-42ff-ae94-5af2d6a6c56f,E0842,Đái tháo đường do tình trạng tiềm ẩn với bệnh thần kinh đa dạng do đái tháo đường,Diabetes mellitus due to underlying condition with diabetic polyneuropathy,E08,E,t,0,2026-03-24 09:08:36.52701+00
120,5620f340-b509-47b0-96bb-4a4274b6b1b3,E0843,Đái tháo đường do tình trạng tiềm ẩn với bệnh thần kinh tự chủ (đa dạng) do đái tháo đường,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy,E08,E,t,0,2026-03-24 09:08:36.52701+00
121,331a2a08-6e24-40f8-a63c-c6c36967a010,E0844,Đái tháo đường do tình trạng tiềm ẩn với teo cơ do đái tháo đường,Diabetes mellitus due to underlying condition with diabetic amyotrophy,E08,E,t,0,2026-03-24 09:08:36.52701+00
122,a4b4fa13-e468-4951-80d9-93393070f4f3,E0849,Đái tháo đường do tình trạng tiềm ẩn với biến chứng thần kinh khác do đái tháo đường,Diabetes mellitus due to underlying condition with other diabetic neurological complication,E08,E,t,0,2026-03-24 09:08:36.52701+00
123,90443430-7221-4570-9b09-48539017647c,E0851,Đái tháo đường do tình trạng tiềm ẩn với bệnh mạch máu ngoại biên do đái tháo đường không có hoại thư,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene,E08,E,t,0,2026-03-24 09:08:36.52701+00
124,d6a3d983-c63d-43e2-8b75-f912de536a1a,E0852,Đái tháo đường do tình trạng tiềm ẩn với bệnh mạch máu ngoại biên do đái tháo đường có hoại thư,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene,E08,E,t,0,2026-03-24 09:08:36.52701+00
125,b01b7968-1165-4220-b4c5-cc6975ad1128,E0859,Đái tháo đường do tình trạng tiềm ẩn với các biến chứng tuần hoàn khác,Diabetes mellitus due to underlying condition with other circulatory complications,E08,E,t,0,2026-03-24 09:08:36.52701+00
126,441c1105-f099-4974-906a-04a084475724,E08610,Đái tháo đường do tình trạng tiềm ẩn với bệnh khớp thần kinh do đái tháo đường,Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy,E08,E,t,0,2026-03-24 09:08:36.52701+00
127,40ee42e6-994f-4f66-82a1-e9ee6edaa062,E08618,Đái tháo đường do tình trạng tiềm ẩn với bệnh khớp khác do đái tháo đường,Diabetes mellitus due to underlying condition with other diabetic arthropathy,E08,E,t,0,2026-03-24 09:08:36.52701+00
128,8821a227-40cc-4f4e-9071-ff8379798741,E08620,Đái tháo đường do tình trạng tiềm ẩn với viêm da do đái tháo đường,Diabetes mellitus due to underlying condition with diabetic dermatitis,E08,E,t,0,2026-03-24 09:08:36.52701+00
129,2682089b-2cd9-4250-af28-58f5f0673d28,E08621,Đái tháo đường do tình trạng tiềm ẩn với loét chân,Diabetes mellitus due to underlying condition with foot ulcer,E08,E,t,0,2026-03-24 09:08:36.52701+00
130,30eec2a6-0eab-4ba4-8df7-366a678fce2b,E08622,Đái tháo đường do tình trạng tiềm ẩn với loét da khác,Diabetes mellitus due to underlying condition with other skin ulcer,E08,E,t,0,2026-03-24 09:08:36.52701+00
131,2e8f3648-413d-484b-8ef3-61e81501f39c,E08628,Đái tháo đường do tình trạng tiềm ẩn với các biến chứng da khác,Diabetes mellitus due to underlying condition with other skin complications,E08,E,t,0,2026-03-24 09:08:36.52701+00
132,7cbe18e7-c36a-4c3b-88b7-4efbe58c822c,E08630,Đái tháo đường do tình trạng tiềm ẩn với bệnh nha chu,Diabetes mellitus due to underlying condition with periodontal disease,E08,E,t,0,2026-03-24 09:08:36.52701+00
133,8ebba34c-f10b-4bd5-9fed-c37902a0e7aa,E08638,Đái tháo đường do tình trạng tiềm ẩn với các biến chứng miệng khác,Diabetes mellitus due to underlying condition with other oral complications,E08,E,t,0,2026-03-24 09:08:36.52701+00
134,09a4c34d-2902-47fd-a42f-a139ec29cdd6,E08641,Đái tháo đường do tình trạng tiềm ẩn với hạ đường huyết có hôn mê,Diabetes mellitus due to underlying condition with hypoglycemia with coma,E08,E,t,0,2026-03-24 09:08:36.52701+00
135,f61a852b-57ab-4925-8679-1f24102e277b,E08649,Đái tháo đường do tình trạng tiềm ẩn với hạ đường huyết không có hôn mê,Diabetes mellitus due to underlying condition with hypoglycemia without coma,E08,E,t,0,2026-03-24 09:08:36.52701+00
136,529b0273-4600-49d2-87f4-08bf3c6b73b0,E0865,Đái tháo đường do tình trạng tiềm ẩn với tăng đường huyết,Diabetes mellitus due to underlying condition with hyperglycemia,E08,E,t,0,2026-03-24 09:08:36.52701+00
137,4797bff9-7760-42a2-90d3-67949fc5a813,E0869,Đái tháo đường do tình trạng tiềm ẩn với biến chứng được chỉ định khác,Diabetes mellitus due to underlying condition with other specified complication,E08,E,t,0,2026-03-24 09:08:36.52701+00
138,6604c4ea-6efe-4a23-bd26-fd6d60162887,E088,Đái tháo đường do tình trạng tiềm ẩn với các biến chứng không đặc hiệu,Diabetes mellitus due to underlying condition with unspecified complications,E08,E,t,0,2026-03-24 09:08:36.52701+00
139,dac36794-ed82-4bc0-93a4-ffcc679422ec,E089,Đái tháo đường do tình trạng tiềm ẩn không có biến chứng,Diabetes mellitus due to underlying condition without complications,E08,E,t,0,2026-03-24 09:08:36.52701+00
140,4edece75-8232-4c4a-9282-bec37c16d439,E0900,Đái tháo đường do thuốc hoặc hóa chất gây ra với tăng áp lực thẩm thấu máu không có hôn mê tăng áp lực thẩm thấu và tăng đường huyết không nhiễm ceton (NKHHC),Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),E09,E,t,0,2026-03-24 09:08:36.52701+00
141,2e20e9fa-5033-4bc1-a364-9473dfe632b0,E0901,Đái tháo đường do thuốc hoặc hóa chất gây ra với tăng áp lực thẩm thấu máu có hôn mê,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma,E09,E,t,0,2026-03-24 09:08:36.52701+00
142,b947f1f0-89b4-4922-91d3-fd4cb2839a2c,E0910,Đái tháo đường do thuốc hoặc hóa chất gây ra với nhiễm toan ceton không có hôn mê,Drug or chemical induced diabetes mellitus with ketoacidosis without coma,E09,E,t,0,2026-03-24 09:08:36.52701+00
143,d70887c1-75fa-4223-ad9e-73631a19cc15,E0911,Đái tháo đường do thuốc hoặc hóa chất gây ra với nhiễm toan ceton có hôn mê,Drug or chemical induced diabetes mellitus with ketoacidosis with coma,E09,E,t,0,2026-03-24 09:08:36.52701+00
144,9d5caf77-426b-4b8a-9110-69c1a1f20363,A35,Uốn ván khác,Other tetanus,A35,A,t,0,2026-03-24 09:08:35.822438+00
145,34448df4-1565-42f1-86f9-70a2032b9dc2,A360,Bạch hầu họng,Pharyngeal diphtheria,A36,A,t,0,2026-03-24 09:08:35.822438+00
146,db5059b1-6db1-4194-8268-35e72d5fcb9a,A361,Bạch hầu mũi họng,Nasopharyngeal diphtheria,A36,A,t,0,2026-03-24 09:08:35.822438+00
147,f03b3055-b6d7-453f-bf86-4bf1db306350,A362,Bạch hầu thanh quản,Laryngeal diphtheria,A36,A,t,0,2026-03-24 09:08:35.822438+00
148,6ce793d3-f9db-4073-8ed8-6bff5f4983b8,A363,Bạch hầu da,Cutaneous diphtheria,A36,A,t,0,2026-03-24 09:08:35.822438+00
149,e7c1e6ae-3599-4257-9ecb-9d746829ac7b,A3681,Bệnh cơ tim do bạch hầu,Diphtheritic cardiomyopathy,A36,A,t,0,2026-03-24 09:08:35.822438+00
150,3d906e3c-f58b-4634-9af8-9cd4a1934ad6,A3682,Viêm tủy rễ do bạch hầu,Diphtheritic radiculomyelitis,A36,A,t,0,2026-03-24 09:08:35.822438+00
151,fd0776e5-de88-4be8-8fd3-53239193cdab,A3683,Viêm đa dây thần kinh do bạch hầu,Diphtheritic polyneuritis,A36,A,t,0,2026-03-24 09:08:35.822438+00
152,f8a07f81-b849-44c6-92cd-257e865af345,A3684,Bệnh thận ống kẽ do bạch hầu,Diphtheritic tubulo-interstitial nephropathy,A36,A,t,0,2026-03-24 09:08:35.822438+00
153,430dba37-40a4-40fc-b223-b94bb4fd7708,A3685,Viêm bàng quang do bạch hầu,Diphtheritic cystitis,A36,A,t,0,2026-03-24 09:08:35.822438+00
154,ba5cad17-d6fc-4f2e-bfb2-39aeb856a1dc,A3686,Viêm kết mạc do bạch hầu,Diphtheritic conjunctivitis,A36,A,t,0,2026-03-24 09:08:35.822438+00
155,568c6216-af6a-44f1-81c6-89ba15b04981,A3689,Các biến chứng bạch hầu khác,Other diphtheritic complications,A36,A,t,0,2026-03-24 09:08:35.822438+00
156,d837b2c0-9448-4863-9a93-fdf19d3782e1,A369,"Bạch hầu, không xác định","Diphtheria, unspecified",A36,A,t,0,2026-03-24 09:08:35.822438+00
157,52cb8230-6ad9-4ba1-babc-5580970591b1,A3700,Ho gà do Bordetella pertussis không kèm viêm phổi,Whooping cough due to Bordetella pertussis without pneumonia,A37,A,t,0,2026-03-24 09:08:35.822438+00
158,a0e3e2c7-8abe-4efb-b826-547b8a25d83b,A3701,Ho gà do Bordetella pertussis kèm viêm phổi,Whooping cough due to Bordetella pertussis with pneumonia,A37,A,t,0,2026-03-24 09:08:35.822438+00
159,4dbc14b7-92d2-4f86-ae51-cb711f73876d,A3710,Ho gà do Bordetella parapertussis không kèm viêm phổi,Whooping cough due to Bordetella parapertussis without pneumonia,A37,A,t,0,2026-03-24 09:08:35.822438+00
160,64a14253-28da-46d8-ab56-a0bd5715f6a2,A3711,Ho gà do Bordetella parapertussis kèm viêm phổi,Whooping cough due to Bordetella parapertussis with pneumonia,A37,A,t,0,2026-03-24 09:08:35.822438+00
161,90e44c9a-9b58-4a13-8813-c61b2f729b56,A3983,Viêm khớp do não mô cầu,Meningococcal arthritis,A39,A,t,0,2026-03-24 09:08:35.822438+00
162,d5c06b6e-c26d-4447-a9ec-18f1c5c16088,E0921,Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh thận do đái tháo đường,Drug or chemical induced diabetes mellitus with diabetic nephropathy,E09,E,t,0,2026-03-24 09:08:36.52701+00
163,7a706c5a-37b6-4991-a524-c6979dad9c29,E0922,Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh thận mạn tính do đái tháo đường,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,E09,E,t,0,2026-03-24 09:08:36.52701+00
164,6817493f-7acf-4ec0-addb-ae632f92440d,E0929,Đái tháo đường do thuốc hoặc hóa chất gây ra với biến chứng thận khác do đái tháo đường,Drug or chemical induced diabetes mellitus with other diabetic kidney complication,E09,E,t,0,2026-03-24 09:08:36.52701+00
165,3bbd2a73-4b8b-4562-8557-d7bb6e443876,E09311,Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh võng mạc đái tháo đường không đặc hiệu có phù hoàng điểm,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema,E09,E,t,0,2026-03-24 09:08:36.52701+00
166,0915fd59-5e23-4827-b08d-1a35c380ff72,E09319,Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh võng mạc đái tháo đường không đặc hiệu không có phù hoàng điểm,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema,E09,E,t,0,2026-03-24 09:08:36.52701+00
167,8705add4-72bf-45af-a66a-8ff6e6c5ac3e,E093211,"Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh võng mạc đái tháo đường không tăng sinh nhẹ có phù hoàng điểm, mắt phải","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",E09,E,t,0,2026-03-24 09:08:36.52701+00
168,1a3af265-1ce6-4a17-a87b-4413573c773e,E093212,"Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh võng mạc đái tháo đường không tăng sinh nhẹ có phù hoàng điểm, mắt trái","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",E09,E,t,0,2026-03-24 09:08:36.52701+00
169,0c9d2330-eea2-4e34-a5dc-7b798d2dcc2f,E093213,"Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh võng mạc đái tháo đường không tăng sinh nhẹ có phù hoàng điểm, hai mắt","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",E09,E,t,0,2026-03-24 09:08:36.52701+00
170,3a6801fd-c8d2-48fa-a741-b310cc565908,E093219,"Đái tháo đường do thuốc hoặc hóa chất gây ra với bệnh võng mạc đái tháo đường không tăng sinh nhẹ có phù hoàng điểm, mắt không xác định","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",E09,E,t,0,2026-03-24 09:08:36.52701+00
